threshold,coverage,accuracy,tickets
0.9999965525126125,0.16651113184908678,1.0,1249
0.9999967245955717,0.16451139848020263,1.0,1234
0.9999969719779757,0.16251166511131848,1.0,1219
0.9999971038375061,0.16051193174243433,1.0,1204
0.9999972848998644,0.1586455139314758,1.0,1190
0.9999974182620993,0.15664578056259165,1.0,1175
0.9999976049461494,0.1546460471937075,1.0,1160
0.9999976937650039,0.15264631382482335,1.0,1145
0.9999977961429931,0.1506465804559392,1.0,1130
0.9999980043111596,0.14864684708705506,1.0,1115
0.9999981377616117,0.1466471137181709,1.0,1100
0.9999982716973572,0.14464738034928676,1.0,1085
0.9999983471532926,0.1426476469804026,1.0,1070
0.9999984564457914,0.14064791361151846,1.0,1055
0.9999985352744961,0.1386481802426343,1.0,1040
0.9999986031066651,0.13664844687375016,1.0,1025
0.9999986935428712,0.134648713504866,1.0,1010
0.9999988086423762,0.13264898013598186,1.0,995
0.9999988931612931,0.13064924676709772,1.0,980
0.9999989367539588,0.12864951339821357,1.0,965
0.999999007572752,0.12664978002932942,1.0,950
0.9999991174513613,0.12465004666044527,1.0,935
0.9999991906753365,0.12265031329156112,1.0,920
0.9999992518205597,0.12065057992267697,1.0,905
0.99999929063518,0.11865084655379282,1.0,890
0.9999993242154697,0.11665111318490867,1.0,875
0.9999993773577124,0.11478469537395014,1.0,861
0.9999994172295471,0.11278496200506599,1.0,846
0.9999994606290296,0.11078522863618184,1.0,831
0.9999995006846915,0.1087854952672977,1.0,816
0.9999995570397866,0.10678576189841354,1.0,801
0.999999595375129,0.1047860285295294,1.0,786
0.9999996219300152,0.10278629516064525,1.0,771
0.9999996436390861,0.1007865617917611,1.0,756
